#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END	CDS_START	CDS_END
ENST00000302632.4	chr3	-	151336842	151384753	151336842,151340595,151384691,	151338859,151340760,151384753,	151337819	151338845
ENST00000282466.4	chr3	-	151436202	151461061	151436202,151442983,151444918,151453383,151457025,151458515,151460260,151460945,	151438597,151443884,151449265,151453774,151457155,151458710,151460347,151461061,	151436691	151458709
ENST00000309765.4	chr3	+	44241885	44332098	44241885,44242852,44254967,44256150,44262418,44266996,44269215,44270684,44281967,44287388,44287746,44290770,44304014,44305146,44306325,44309824,44321026,44323091,44328249,44331791,	44242399,44245271,44255029,44256278,44262483,44267136,44269301,44270810,44282031,44287540,44287839,44290886,44304081,44305321,44306426,44309990,44321191,44323295,44328433,44332098,	44242053	44332008
ENST00000342649.9	chr3	+	44338765	44409448	44338765,44354738,44357740,44361364,44367455,44392854,44396399,44396742,44400354,44401202,44407441,	44338834,44354811,44357876,44361518,44367708,44392977,44396497,44396834,44400587,44401334,44409448,	44354782	44407679
ENST00000453386.7	chr3	-	185914557	185938014	185914557,185918364,185919436,185921103,185922010,185923795,185925463,185926600,185937824,	185917725,185918438,185919496,185921187,185922126,185923984,185925626,185926734,185938014,	185917717	185937860
ENST00000237696.10	chr3	-	158696891	158732457	158696891,158697907,158704790,158710737,158713796,158732139,	158697827,158697970,158704927,158710933,158713859,158732457,	158697680	158732415
ENST00000415822.8	chr3	+	158802053	158829716	158802053,158804318,158805361,158807039,158807395,158809178,158813964,158819648,158820214,158821596,158821983,158823427,158824123,158826014,158827279,158828978,	158802315,158804371,158805474,158807082,158807463,158809287,158814067,158819747,158820326,158821653,158822140,158823525,158824236,158826062,158827337,158829716,	158802152	158828979
ENST00000649528.3	chr3	-	70954707	71583728	70954707,70965889,70970735,70972554,70976940,70977642,70977827,70987993,71000971,71015548,71041327,71046941,71052536,71053635,71112535,71198201,71299819,71359149,71493425,71581548,71583570,	70959391,70966056,70970805,70972676,70977042,70977722,70978029,70988077,71001059,71015653,71041532,71047095,71052626,71053773,71112637,71198392,71299880,71359244,71493555,71581697,71583728,	70959249	71198381
ENST00000680020.1	chr3	+	139344019	139357129	139344019,139346877,139348159,139350178,139350976,139352646,139355681,139356918,	139344198,139347044,139348324,139350322,139351060,139352792,139355790,139357129,	139344026	139357011
ENST00000460851.6	chr3	+	150546786	150586016	150546786,150552355,150558387,150562541,150563514,150564298,150567692,150567901,150568175,150571957,150575648,150581617,150583199,150583845,	150546830,150552425,150558462,150562660,150563614,150564381,150567766,150568046,150568292,150572529,150575762,150581746,150583265,150586016,	150546802	150583908
ENST00000383759.7	chr3	+	37990785	38007185	37990785,37993586,37993897,37994260,37995738,37997076,37997482,37998089,37998265,37998911,37999338,38001455,38001701,38002395,38003167,38004254,38005791,38006180,38006448,38006941,	37990829,37993732,37993972,37994466,37995847,37997187,37997685,37998168,37998364,37999050,37999439,38001593,38001860,38002575,38003313,38004399,38005974,38006252,38006700,38007185,	37993672	38007052
ENST00000264995.8	chr3	-	131462211	131502971	131462211,131468090,131469695,131471170,131487679,131489980,131498178,131500429,131501530,131502729,	131462875,131468168,131469773,131471279,131487740,131490080,131498277,131500521,131501715,131502971,	131462725	131502821
ENST00000429747.6	chr3	-	131533568	132035014	131533568,131542556,131549946,131552439,131555496,131564215,131575070,131581578,131587483,131669674,131685874,131696541,131699908,131723445,131905263,132034566,	131535329,131542793,131550080,131552491,131555551,131564349,131575130,131581665,131587582,131669764,131685958,131696616,131699980,131723625,131905444,132035014,	131535197	131905443
ENST00000691901.1	chr3	+	184229584	184242329	184229584,184230379,184230746,184233177,184233575,184234265,184234630,184235152,184236151,184236342,184236637,184237225,184238302,184238562,184239393,184239688,184240790,184241023,184241186,184241489,	184229713,184230667,184230917,184233397,184233733,184234397,184234755,184235308,184236262,184236551,184236749,184237411,184238474,184238873,184239583,184240036,184240928,184241107,184241404,184242329,	184230528	184242035
ENST00000452691.7	chr3	+	49199497	49258106	49199497,49211765,49236547,49241225,49244403,49244645,49255389,49256133,	49199573,49211836,49236722,49241389,49244452,49244733,49255493,49258106,	49211780	49257279
ENST00000693548.1	chr3	-	108380367	108510596	108380367,108383594,108384686,108388969,108391759,108394030,108398636,108399074,108405337,108408279,108410582,108414231,108416811,108421087,108428491,108430831,108437553,108439736,108441017,108444639,108454005,108455735,108456765,108459361,108460299,108463110,108464637,108470041,108470697,108476396,108485090,108486422,108492499,108493113,108495779,108498051,108499454,108500117,108501711,108505722,108510442,	108381559,108383729,108384782,108389074,108391930,108394156,108398840,108399267,108405453,108408404,108410932,108414428,108416930,108421214,108428881,108430922,108437699,108439913,108441260,108444895,108454142,108455859,108456883,108459449,108460367,108463243,108464814,108470212,108470847,108476515,108485229,108486526,108492595,108493177,108495872,108498145,108499482,108500274,108501855,108505829,108510596,	108381547	108510530
ENST00000342480.7	chr3	+	127629184	127672802	127629184,127639244,127660377,127662236,127668440,127669140,127671433,127672267,	127629289,127639523,127661159,127662311,127668597,127669202,127671613,127672802,	127629219	127672477
ENST00000232744.13	chr3	+	127672951	127680926	127672951,127674390,127674544,127675969,127676271,127676535,127676966,127677167,127677464,127677675,127679984,127680268,	127673081,127674453,127674600,127676114,127676431,127676581,127677083,127677286,127677563,127677843,127680185,127680926,	127673025	127680472
ENST00000405109.5	chr3	+	127915231	127987666	127915231,127922949,127927763,127930132,127963188,127984096,	127915586,127924131,127928034,127930283,127963386,127987666,	127923061	127984275
ENST00000265052.10	chr3	-	127689065	127822515	127689065,127694974,127710575,127721052,127722429,127781788,127821693,127822308,	127692323,127695190,127710665,127721163,127722566,127781895,127821838,127822515,	127692200	127822318
ENST00000314583.8	chr3	-	121631398	121660903	121631398,121632100,121632331,121633066,121634206,121635734,121636433,121637145,121642926,121644817,121647318,121657278,121658263,121660819,	121631982,121632184,121632563,121633171,121634418,121635804,121636489,121637256,121642981,121644928,121647448,121657352,121658347,121660903,	121631848	121658347
ENST00000310864.11	chr3	-	121769760	121835060	121769760,121772556,121781742,121788283,121790072,121795456,121797117,121799195,121807343,121808915,121826050,121828469,121828860,121834390,121834965,	121770574,121772713,121781874,121788432,121790215,121795566,121797227,121799374,121807443,121809009,121826180,121828632,121828972,121834479,121835060,	121770347	121828960
ENST00000489711.6	chr3	+	121894400	121944188	121894400,121896405,121897387,121911573,121913020,121915226,121915615,121922219,121922774,121923039,121923221,121924350,121924944,121927757,121928420,121928981,121929301,121930839,121931638,121939348,121940383,121940830,	121894581,121896493,121897529,121911666,121913120,121915317,121915693,121922302,121922861,121923129,121923266,121924383,121925033,121927839,121928555,121929146,121929348,121930950,121931735,121939495,121940488,121944188,	121894476	121941004
ENST00000692618.1	chr3	-	194394820	194399266	194394820,194399237,	194398284,194399266,	194396602	194398282
ENST00000360304.8	chr3	-	123610048	123884332	123610048,123618638,123620206,123626817,123629473,123638070,123640286,123647223,123648970,123649161,123657125,123664104,123666218,123667136,123682223,123692734,123700019,123701437,123707753,123708697,123709755,123722127,123725943,123732895,123733686,123735397,123737377,123738896,123739952,123752330,123793676,123831547,123876558,123884205,	123614349,123618770,123620336,123626941,123629626,123638194,123640504,123647427,123649064,123649194,123657428,123664258,123666346,123667187,123682310,123692851,123701005,123701509,123708003,123708895,123709893,123722280,123726078,123733102,123734222,123735416,123737543,123739062,123740001,123752538,123793844,123831670,123876617,123884332,	123614107	123793841
ENST00000264993.8	chr3	+	133573685	133590261	133573685,133575038,133584001,133586562,133587895,	133574284,133575115,133584150,133586722,133590261,	133574044	133588043
ENST00000260810.10	chr3	-	133600237	133661941	133600237,133608534,133608872,133611003,133612388,133616813,133617159,133618212,133620154,133623090,133623310,133624051,133628361,133628559,133637875,133639958,133643199,133644019,133649382,133649779,133652462,133653344,133655289,133656675,133657797,133659015,133661043,133661768,	133601393,133608696,133608962,133611141,133612552,133616925,133617326,133618433,133620347,133623193,133623457,133624175,133628471,133628733,133638162,133640170,133643372,133644363,133649633,133649943,133652629,133653524,133655486,133656857,133657941,133659150,133661134,133661941,	133601252	133661127
ENST00000434006.3	chr3	-	48306841	48333661	48306841,48309903,48319496,48321024,48328274,48329152,48332365,48333534,	48307003,48309946,48319618,48321074,48328354,48329274,48332471,48333661,	48306994	48328341
ENST00000483851.7	chr3	-	158095904	158106420	158095904,158099859,158100253,158102677,158105678,	158098284,158099948,158100311,158102886,158106420,	158098029	158106024
ENST00000342358.9	chr3	-	193274788	193378753	193274788,193276749,193279365,193284913,193289884,193299130,193301210,193305558,193307326,193310637,193311815,193314032,193314971,193318990,193321680,193322490,193324863,193326995,193331122,193333749,193334928,193343926,193345002,193351066,193354126,193362380,193362566,193363235,193364106,193378662,	193275302,193276830,193279454,193285116,193290059,193299203,193301307,193305668,193307369,193310717,193311941,193314193,193315096,193319108,193321837,193322574,193325014,193327057,193331311,193333907,193335099,193344055,193345075,193351201,193354196,193362461,193362637,193363382,193364280,193378753,	193275044	193378725
ENST00000464233.6	chr3	-	78597238	79767998	78597238,78600112,78606732,78614647,78617634,78627320,78631160,78633934,78635772,78639743,78646147,78647628,78651731,78657097,78659685,78661029,78661992,78667882,78668133,78668483,78670095,78685745,78688647,78714396,78717274,78717762,78746742,78938600,79125455,79589823,79767751,	78598927,78600309,78607041,78614800,78618041,78627569,78631305,78634042,78636108,78639898,78646190,78647655,78651929,78657269,78659807,78661261,78662114,78668049,78668302,78668565,78670301,78685917,78688772,78714524,78717413,78717883,78746900,78938927,79125539,79589961,79767998,	78598915	79589911
ENST00000295896.13	chr3	+	63819298	63848636	63819298,63823249,63827600,63831109,63831679,63845022,63848363,	63819596,63823569,63827725,63831223,63831844,63845082,63848636,	63819471	63845049
ENST00000641450.1	chr3	+	98166695	98169774	98166695,98168681,	98166831,98169774,	98168699	98169638
ENST00000452583.6	chr3	+	178536435	178844429	178536435,178807342,178825587,178828177,178842652,	178536711,178807465,178825758,178828373,178844429,	178807409	178842934
ENST00000383836.8	chr3	-	8980590	9249646	8980590,8990511,8992905,8994342,9010307,9013307,9013736,9015596,9025260,9026934,9032649,9038062,9047390,9053026,9056232,9058250,9060230,9064395,9080024,9104679,9124724,9248884,	8985932,8990839,8993055,8994523,9010387,9013535,9013842,9015731,9025338,9026995,9032752,9038090,9047475,9053224,9056334,9058472,9060359,9064581,9080087,9104842,9124917,9249646,	8985521	9248951
ENST00000383832.8	chr3	+	9703832	9729908	9703832,9704586,9704748,9704890,9705463,9705717,9705986,9712540,9712724,9712974,9714913,9715288,9715472,9715973,9717057,9718028,9718474,9725948,9726664,9727112,9729506,	9704064,9704627,9704795,9704994,9705500,9705720,9706063,9712604,9712828,9713079,9714955,9715364,9715526,9716035,9717104,9718210,9718602,9726051,9726722,9727186,9729908,	9703996	9729689
ENST00000396077.8	chr3	-	44431704	44477670	44431704,44449512,44450446,44450867,44451313,44455120,44458243,44477590,	44448739,44449623,44450573,44450962,44451482,44455696,44458364,44477670,	44446577	44455549
ENST00000232978.13	chr3	+	42600685	42648735	42600685,42600983,42617569,42619019,42619663,42621428,42630545,42631170,42632600,42633579,42634612,42635220,42636867,42642500,42643338,42643901,42645887,	42600778,42601064,42617644,42619127,42619708,42621516,42630575,42631316,42632823,42633735,42634700,42635366,42639750,42642596,42643395,42644003,42648735,	42601006	42645972
ENST00000286364.9	chr3	+	141487026	141615344	141487026,141512162,141516327,141529707,141540532,141553856,141555839,141558885,141559893,141570911,141571405,141572608,141573146,141573943,141576999,141580367,141581099,141586024,141586645,141607677,141608488,141609419,141609876,141612282,	141487216,141512280,141516431,141529802,141540609,141553940,141555912,141558962,141559995,141571068,141571554,141572723,141573221,141574067,141577106,141580451,141581177,141586098,141586752,141607760,141608697,141609523,141610066,141615344,	141487083	141612310
ENST00000478136.6	chr3	+	68004246	68545621	68004246,68006623,68417279,68538755,68544485,	68004702,68006744,68417420,68538880,68545621,	68006626	68544500
ENST00000495461.6	chr3	-	53884416	53891859	53884416,53885825,53886850,53888392,53891769,	53885561,53885912,53886934,53888483,53891859,	53885560	53891788
ENST00000265565.10	chr3	-	47413680	47475941	47413680,47414179,47414571,47414826,47415097,47417121,47417303,47418133,47418320,47418654,47419327,47420553,47420930,47422441,47423932,47425484,47425996,47427156,47427446,47428512,47435007,47442871,47475798,	47414099,47414386,47414652,47414993,47415180,47417207,47417826,47418249,47418522,47418843,47419704,47420772,47421029,47422536,47424045,47425611,47426169,47427262,47427667,47428670,47435137,47443091,47475941,	47413856	47442993
